modelo,producto,sentimiento_esperado,texto_generado,json_valido,tiempo_segundos
phi3,Consola de Videojuegos,Positivo,"{
  ""producto"": ""Consola de Videojuegos"",
  ""resesina"": ""La experiencia con la nueva consola ha sido increíble. La jugabilidad es excepcional, los gráficos son vibrantes y el rendimiento no tiene precedentes."",
  ""sentimiento"": ""Positivo""
}",True,3.29
phi3,Smartphone X,Neutro,El Smartphone X es una actualización razonable del anterior modelo. Proporciona características básicas como se esperaría y funciona cómodamente para mis necesidades.,True,3.24
phi3,Laptop Pro,Negativo,"{
    ""producto"": ""Laptop Pro"",
    ""resesiñ"": ""El Laptop Pro se inundó en solo un año, lo que hizo imposible su uso. Su pantalla es poco clara y el sistema operativo siempre está lento."",
    ""sentimiento"": ""Negativo""
}",True,3.26
phi3,Auriculares Inalámbricos,Positivo,Los auriculares son inolvidables por su calidad de sonido y cómoda forma. Son excelentes para mi viaje.,True,3.17
phi3,Smart TV 4K,Neutro,"La experiencia fue satisfactoria; el televisor reproduce con claridad y su pantalla de alta definición es impresionante. Sin embargo, no se destacan aspectos que lo diferencie significativamente del mercado.",True,3.43
phi3,Consola de Videojuegos,Negativo,"{
    ""producto"": ""Consola de Videojuegos"",
    ""reseña"": ""La calidad del sonido es terrible, los gráficos anticuados y la consola tiene un rendimiento lento que me ha dejado frustrado. No recomendaría este producto a nadie."",
    ""sentimiento"": ""Negativo""
}",True,3.37
phi3,Smartphone X,Positivo,"{
    ""producto"": ""Smartphone X"",
    ""resesina"": ""Disfruto completamente de mi Smartphone X. El rendimiento es impresionante, la cámara fotográfica captura las maravillas del mundo con detalle, y el diseño premium me mantiene encantado cada vez que lo sostengo."",
    ""sentimiento"": ""Positivo""
}",True,3.47
phi3,Laptop Pro,Neutro,"El Laptop Pro es adecuado para mis necesidades de trabajo, ofrece una tasa de procesamiento lo suficientemente rápida y un período de uso confortable.",True,3.24
phi3,Auriculares Inalámbricos,Negativo,"Los auriculares inalámbricos tienen una conectividad pobre y son extremadamente frágiles. Un simple movimiento me causa caerlos constantemente, resultando en ruidos de golpe cuando se desprenden.",True,3.43
phi3,Smart TV 4K,Positivo,"La calidad impresionante y la interfaz intuitiva hacen que el uso sea una experiencia sin igual. La batería dura toda la noche, ideal para mis viajes de verano.",True,3.33
phi3,Consola de Videojuegos,Neutro,"La consola es funcional y los juegos están disponibles. Sin embargo, el diseño no es lo que esperaba.",True,3.09
phi3,Smartphone X,Negativo,"El Smartphone X se desempeñó terriblemente, la batería no dura más de un día y el teléfono se cuelga constantemente. La pantalla también es frágil, por lo que me preocupa usarla con seguridad.",True,3.52
phi3,Laptop Pro,Positivo,"{
    ""producto"": ""Laptop Pro"",
    ""reseña"": ""La experiencia con el Laptop Pro ha sido impresionante. Su rendimiento es rápido, su pantalla de alta calidad me permite trabajar por largos periodos sin fatiga visual y las especificaciones avanzadas lo garantizan para tareas exigentes."",
    ""sentimiento"": ""Positivo""
}",True,3.56
phi3,Auriculares Inalámbricos,Neutro,"Los auriculares son cómodos y de alta calidad. El diseño es práctico, pero no excede los precios esperados.",True,3.2
phi3,Smart TV 4K,Negativo,El Smart TV 4K no entregó las expectativas. La calidad de imagen es promedio y la interfaz es compleja para un usuario novato.,True,3.25
phi3,Consola de Videojuegos,Positivo,"{
    ""producto"": ""Consola de Videojuegos"",
    ""resesina"": ""La calidad impresionante, la variedad y excelencia en el rendimiento han transformado mi tiempo libre. Me encantó todo lo que ofrece este consola."",
    ""sentimiemto"": ""Positivo""
}",True,3.27
phi3,Smartphone X,Neutro,"{
    ""producto"": ""Smartphone X"",
    ""reseña"": ""El Smartphone X tiene una pantalla con buena luminosidad y un procesador que funciona como se espera. Sin embargo, el diseño es algo similar a otros modelos del mercado."",
    ""sentimiento"": ""Neutro""
}",True,3.31
phi3,Laptop Pro,Negativo,"El Laptop Pro se sobrecalentaba rápidamente, el sonido del teclado es inaudible y la batería no dura más de una hora.",True,3.19
phi3,Auriculares Inalámbricos,Positivo,"Los auriculares inalámbricos son increíbles. Son cómodos, libres de cable y ofrecen una amplia gama de estilos para escoger.",True,3.28
phi3,Smart TV 4K,Neutro,"{
    ""producto"": ""Smart TV 4K"",
    ""reseña"": ""El Smart TV 4K es un aparato que funciona bien. La pantalla brinda una vista clara y el sistema de navegación es intuitivo."",
    ""sentimiento"": ""Neutro""
}",True,3.24
phi3,Consola de Videojuegos,Negativo,"{
    ""producto"": ""Consola de Videojuegos"",
    ""reseña"": ""La consola es frágil, el rendimiento es lento y los juegos se congelan constantemente. La experiencia ha sido horrible desde un principio."",
    ""sentido"": ""Negativo""
}",True,3.22
phi3,Smartphone X,Positivo,"La experiencia con el Smartphone X ha sido maravillosa. Mejores características, excelente calidad visual y un rendimiento excepcional en juegos.",True,3.21
phi3,Laptop Pro,Neutro,"{
    ""producto"": ""Laptop Pro"",
    ""resesina"": ""El Laptop Pro es confiable, tiene una batería que dura todo el día y un sistema operativo rápido. El teclado es cómodo de usar."",
    ""sentimiento"": ""Neutro""
}",True,3.27
phi3,Auriculares Inalámbricos,Negativo,"Los auriculares no cargan con el módulo inalámbrico y, cuando funcionaban, la batería se agotaba rápidamente. Además, los sonidos tenían demasiado ruido de fondo.",True,3.49
phi3,Smart TV 4K,Positivo,"Esta es la mejor compra que he hecho en años. La imagen y sonido inolvidables, muy intuitiva para navegar por aplicaciones.",True,3.23
phi3,Consola de Videojuegos,Neutro,"La consola es fácilmente operable y funciona bien. Sin embargo, las opciones en la tienda son limitadas.",True,3.12
phi3,Smartphone X,Negativo,"El Smartphone X ha sido una experiencia decepcionante. El dispositivo se siente frágil y el rendimiento es muy pobre, sobre todo cuando intentamos cargarlo.",True,3.3
phi3,Laptop Pro,Positivo,"{
    ""producto"": ""Laptop Pro"",
    ""resesna"": ""La transición al nuevo Laptop Pro ha sido excepcional. Su rendimiento supera mis expectativas y su diseño es impecable."",
    ""sentimento"": ""Positivo""
}",True,3.16
phi3,Auriculares Inalámbricos,Neutro,Los auriculares son portátiles y tienen una batería autónoma que dura mucho tiempo.,True,3.12
phi3,Smart TV 4K,Negativo,"El Smart TV 4K es una letana maquillación. La pantalla fija en su lugar y la batería no dura más de un día con apenas uso mínimo, además del sonido que casi se escucha como bajo.",True,3.51
phi3,Consola de Videojuegos,Positivo,"La experiencia con esta consola es increíble, ofrece una inmersión sin parangón en cada título. La duración y el sonido han mejorado enormemente.",True,3.27
phi3,Smartphone X,Neutro,"{
    ""producto"": ""Smartphone X"",
    ""resesina"": ""El Smartphone X tiene una interfaz intuitiva y funciona como se esperaba. No sobresalieron ni destacaron cosas específicas para mí, pero sirve su propósito."",
    ""sentimiento"": ""Neutro""
}",True,3.31
phi3,Laptop Pro,Negativo,"{
    ""producto"": ""Laptop Pro"",
    ""reseña"": ""El laptop no dura más de dos horas sin congelarse, y el teclado es frágil. No recomendaría este producto a nadie."",
    ""sentimiento"": ""Negativo""
}",True,3.21
phi3,Auriculares Inalámbricos,Positivo,"Los auriculares son fantásticos: claridad envolvente, conexión ininterrumpida y amplia gama de música que nunca antes pude disfrutar.",True,3.34
phi3,Smart TV 4K,Neutro,"{
    ""producto"": ""Smart TV 4K"",
    ""resenanda"": ""El Smart TV 4K es fácil de configurar y funciona adecuadamente. La resolución alta me permite ver imágenes nítidas, pero la interfaz no parece estar actualizada para las últimas tendencias en cuanto a usabilidad."",
    ""sentimiento"": ""Neutro""
}",True,3.59
phi3,Consola de Videojuegos,Negativo,"{
    ""producto"": ""Consola de Videojuegos"",
    ""resesen"": ""La consola se sobrecalienta rápidamente y los juegos no son tan divertidos como suenan. El retraso en el audio es desagradable, lo que reduce significativamente la experiencia."",
    ""sentimiento"": ""Negativo""
}",True,3.43
phi3,Smartphone X,Positivo,"La calidad del Smartphone X es impresionante, con una pantalla de alta resolución y un rendimiento fluido. La duración de la batería mejora mi experiencia al salir todo el día sin preocupaciones sobre recargas.",True,3.54
phi3,Laptop Pro,Neutro,"{
    ""producto"": ""Laptop Pro"",
    ""resenica"": ""El Laptop Pro cubre todos los estándares requeridos de portabilidad y desempeño. No posee ninguna característica que me haya sorprendido, ni alguna deficiencia notable."",
    ""sentimiento"": ""Neutro""
}",True,3.39
phi3,Auriculares Inalámbricos,Negativo,Los auriculares inalámbricos tienen una conectividad frágil que a menudo me corta la música. La batería es efímera y no dura lo suficiente como para disfrutar de un buen viaje.,True,3.59
phi3,Smart TV 4K,Positivo,"La imagen y claridad son inolvidables. Eso hace la diferencia de una pantalla regular para mí, disfruto viendo mis películas favoritas en alta definición.",True,3.34
phi3,Consola de Videojuegos,Neutro,La consola cumplió con mis expectativas en cuanto a rendimiento y compatibilidad. La experiencia fue satisfactoria pero también bastante ordinaria.,True,3.24
phi3,Smartphone X,Negativo,"{
    ""producto"": ""Smartphone X"",
    ""reseña"": ""El Smartphone X tiene una cámara de baja calidad, la pantalla es difícil de leer y el rendimiento disminuye rápidamente. Totalmente decepciona."",
    ""sentimiento"": ""Negativo""
}",True,3.35
phi3,Laptop Pro,Positivo,"{
    ""producto"": ""Laptop Pro"",
    ""reseña"": ""Este Laptop Pro ha sido una adición fantástica a mi oficina. Su velocidad y calidad de sonido superan todas mis expectativas."",
    ""sentimiento"": ""Positivo""
}",True,3.21
phi3,Auriculares Inalámbricos,Neutro,"Los auriculares son cómodos y funcionan bien con mis dispositivos, sin embargo, la configuración inicial para activarlos fue complicada.",True,3.28
phi3,Smart TV 4K,Negativo,"El Smart TV 4K es un desastre. La pantalla tiene manchas y el sistema operativo está lento, lo que hace imposible disfrutar de la experiencia esperada.",True,3.32
phi3,Consola de Videojuegos,Positivo,"{
    ""producto"": ""Consola de Videojuegos"",
    ""resesina"": ""La experiencia con la consola es maravillosa. La jugabilidad se siente sin comparación y cada juego me sumerge en mundos impresionantes."",
    ""sentimiento"": ""Positivo""
}",True,3.32
phi3,Smartphone X,Neutro,"{
    ""producto"": ""Smartphone X"",
    ""resesina"": ""El Smartphone X es un aparato funcional. Tiene la velocidad deseada para navegar por aplicaciones y cargar videos, aunque el almacenamiento interno no ha superado mis expectativas."",
    ""sentimiento"": ""Neutro""
}",True,3.57
phi3,Laptop Pro,Negativo,"Sentí mi dolor de cabeza cuando descubrí que el rendimiento era insuficiente para mis necesidades, y la duración del tiempo en línea bajaba rápidamente. La pantalla también se salió fácilmente.",True,3.47
phi3,Auriculares Inalámbricos,Positivo,Los auriculares son inolvidables por su comodidad y calidad del sonido. Un gran compra para cualquiera que los use.,True,3.28
phi3,Smart TV 4K,Neutro,"{
    ""producto"": ""Smart TV 4K"",
    ""reseña"": ""El Smart TV 4K es fácil de conectar y navegar, ofreciendo un amplio catálogo de contenido. Las imágenes son nítidas pero la interfaz no siempre es intuitiva."",
    ""sentimiento"": ""Neutro""
}",True,3.44
phi3,Consola de Videojuegos,Negativo,"La calidad del sonido es inaceptable y los gráficos antiguos, además la consola se sobrecalienta rápidamente.",True,3.21
phi3,Smartphone X,Positivo,"{
    ""producto"": ""Smartphone X"",
    ""resesina"": ""El Smartphone X ha sido un gran aporte en mi vida. Su pantalla brilla, su sistema operativo es inteligente y el rendimiento de la tarjeta gráfica nunca me falta."",
    ""sentimiento"": ""Positivo""
}",True,3.37
phi3,Laptop Pro,Neutro,"{
   ""producto"": ""Laptop Pro"",
   ""reseña"": ""El Laptop Pro ofrece un rendimiento de CPU adecuado para el uso diario, con una pantalla aceptable y gráficos decentes. No sobresalieron aspectos excepcionales ni desagradables."",
   ""sentimiento"": ""Neutro""
}",True,3.46
phi3,Auriculares Inalámbricos,Negativo,Los auriculares no estaban hechos para durar. Se desconectaron después de un par de usos y el sonido era terrible.,True,3.19
phi3,Smart TV 4K,Positivo,"La transición a casa de Smart TV 4K fue magnífica. La claridad impresionante y la calidad del sonido superan mis expectativas, haciendo que cada momento en pantalla sea una inmersión total.",True,3.49
phi3,Consola de Videojuegos,Neutro,"{
    ""producto"": ""Consola de Videojuegos"",
    ""reseña"": ""La experiencia con la consola ha sido satisfactoria. Disfruto los juegos y el sonido."",
    ""sentimiento"": ""Neutro""
}",True,3.07
phi3,Smartphone X,Negativo,El Smartphone X es un fiasco desde el primer momento. El teléfono se sobrecalienta fácilmente y la pantalla no responde a los toques con rapidez ni eficiencia.,True,3.38
phi3,Laptop Pro,Positivo,"Me encantó el Laptop Pro. Es rápido, dura mucho tiempo y la pantalla es increíblemente nítida.",True,3.11
phi3,Auriculares Inalámbricos,Neutro,Los auriculares son cómodos y conectan sin problemas al dispositivo. La batería dura todo el día.,True,3.15
phi3,Smart TV 4K,Negativo,El Smart TV 4K tiene una pantalla deslucida y el sistema operativo es complicado de usar. No recomiendo este producto.,True,3.22
phi3,Consola de Videojuegos,Positivo,"La nueva consola me ha transformado completamente mi experiencia de juego. Con su velocidad y calidad impresionante, realmente no puedo esperar para empezar a jugar mis juegos favoritos con una mejor resolución.",True,3.43
mistral,Smartphone X,Positivo,"Excelente rendimiento, diseño moderno y fácil de usar.",True,13.11
mistral,Laptop Pro,Neutro,Functionality meets portability. Adequate performance for daily tasks.,True,4.53
mistral,Auriculares Inalámbricos,Negativo,Fallo constante y calidad de sonido débil,True,4.72
mistral,Smart TV 4K,Positivo,Excelente calidad visual y fácil de usar. La experiencia de streaming es un placer.,True,5.01
mistral,Consola de Videojuegos,Neutro,"Dispositivo funciona como esperado, sin problemas significativos de rendimiento.",True,4.9
mistral,Smartphone X,Negativo,Debilidad en la batería y problemas de calidad de imagen,True,4.48
mistral,Laptop Pro,Positivo,Excelente rendimiento y diseño moderno. Tarea productiva y entretenimiento superiores.,True,4.64
mistral,Auriculares Inalámbricos,Neutro,"Calidad del sonido decente, conexión inalámbrica estable. Diseño y comodidad satisfactoria.",True,5.12
mistral,Smart TV 4K,Negativo,"Fallo continuo en el software, mala calidad de imagen y problemas con la sincronización del sonido.",True,4.85
mistral,Consola de Videojuegos,Positivo,"Excelente diseño, fácil de usar y una gran variedad de juegos disponibles. ¡Muy satisfactorio!",True,4.89
mistral,Smartphone X,Neutro,"La pantalla es vibrante y el procesamiento rápido, pero la batería dura menos de lo esperado.",True,4.87
mistral,Laptop Pro,Negativo,"Satisfacción mínima, rendimiento débil y fallas persistentes en la conexión Wi-Fi",True,4.76
mistral,Auriculares Inalámbricos,Positivo,"Excelentes auriculares inalámbricos de calidad superior. Son cómodos, su sonido es claro y su conexión está estable. Recomendado!",True,5.67
mistral,Smart TV 4K,Neutro,"Pantalla de alta resolución y conexiones inalámbricas sólidas, pero a veces requiere actualizaciones del sistema.",True,5.16
mistral,Consola de Videojuegos,Negativo,"Experiencia desalentadora, fallos constantes y tiempo de carga excesivo.",True,4.68
mistral,Smartphone X,Positivo,"Excelente rendimiento, diseño elegante y una gran batería. Muy satisfecho.",True,4.74
mistral,Laptop Pro,Neutro,"El rendimiento es adecuado, pero el peso puede ser un desafío en viajes extensos.",True,4.74
mistral,Auriculares Inalámbricos,Negativo,"Muy desafortunadamente, el sonido no es lo suficientemente claro y tengo problemas de conexión frecuentes.",True,5.36
mistral,Smart TV 4K,Positivo,"Por supuesto, la calidad visual en 4K es impresionante y la funcionalidad inteligente hace que sea muy fácil de usar. Recomiendo!",True,5.49
mistral,Consola de Videojuegos,Neutro,"Funciona como esperado, con algunas características aún por descubrir.",True,4.63
mistral,Smartphone X,Negativo,Muy decepcionante rendimiento y falta de durabilidad.,True,4.35
mistral,Laptop Pro,Positivo,"Efectividad impresionante, rendimiento extraordinario y diseño elegánte. Perfecta para mi uso diario.",True,4.64
mistral,Auriculares Inalámbricos,Neutro,"Buena calidad de sonido y comodidad, conectividad estable pero hay algunos retos de par en el inicio.",True,5.22
mistral,Smart TV 4K,Negativo,"Navegación lenta y aplicaciones menos precisas, experiencia de uso frustrante",True,4.67
mistral,Consola de Videojuegos,Positivo,"Excelente experiencia de juego, gráficos increíbles y control muy intuitivo.",True,4.53
mistral,Smartphone X,Neutro,"Funciona como se esperaba, sin sorprenderme demasiado positivamente ni negativamente.",True,4.64
mistral,Laptop Pro,Negativo,"Frecuentes fallas y lentitud inaceptable, no recomendable",True,4.55
mistral,Auriculares Inalámbricos,Positivo,"Excelentes auriculares inalámbricos de alta calidad. Son cómodos, tienen buena conexión y el sonido es incríble.",True,5.54
mistral,Smart TV 4K,Neutro,"Calidad visual excelente y fácil de usar, pero aún estoy aprendiendo sus funciones avanzadas.",True,4.99
mistral,Consola de Videojuegos,Negativo,Falla constantemente y la calidad del juego es decepcionante,True,4.53
mistral,Smartphone X,Positivo,"Excelente calidad, diseño ergonomico y rendimiento sobresaliente. Único experiencia de uso.",True,4.81
mistral,Laptop Pro,Neutro,"Performancia y diseño aceptables, sin embargo experimento algunos problemas de conectividad y calidad de audio.",True,4.85
mistral,Auriculares Inalámbricos,Negativo,"Deplorable calidad de sonido, falta de conexión constante y batería que se agota demasiado rápido.",True,5.21
mistral,Smart TV 4K,Positivo,"Picture quality is stunning, user interface intuitive and smooth. Overall, a fantastic purchase!",True,4.6
mistral,Consola de Videojuegos,Neutro,"Funciona correctamente, la interfaz es intuitiva. Experiencia general positiva.",True,4.72
mistral,Smartphone X,Negativo,"Inestable software, baja durabilidad y calidad de pantalla desigual. No me ha sido un gran ajetreo.",True,4.89
mistral,Laptop Pro,Positivo,"Potente, rápido y de fácil manejo. Una adquisición recomendable.",True,4.47
mistral,Auriculares Inalámbricos,Neutro,"El uso de los auriculares inalámbricos ha sido confiable y sin problemas. La calidad del sonido es aceptable, pero no excelente.",True,5.46
mistral,Smart TV 4K,Negativo,Tecnología impresionante pero software deficiente y actualizaciones esporádicas,True,4.64
mistral,Consola de Videojuegos,Positivo,"Excelente calidad, gran variedad de juegos y excelente experiencia de juego.",True,4.74
mistral,Smartphone X,Neutro,"Pantalla de alta definición, rendimiento consistente, carga lenta. Experiencia generalmente neutra.",True,4.8
mistral,Laptop Pro,Negativo,"Fallo continuo en el sistema, velocidad lenta y calidad de pantalla pobre.",True,4.52
mistral,Auriculares Inalámbricos,Positivo,"Excelentes auriculares inalámbricos de alta calidad. Son cómodos y tienen una conexión estable, el sonido es claro y puro.",True,5.29
mistral,Smart TV 4K,Neutro,"Calidad de imagen impresionante, sin embargo, a menudo se presentan problemas de conexión y la interfaz puede resultar complicada de usar.",True,5.29
mistral,Consola de Videojuegos,Negativo,"Fallo continúo después de la primera hora de uso, soporte técnico inexistente",True,4.75
mistral,Smartphone X,Positivo,"Outstanding performance, sleek design and user-friendly interface. Highly recommended!",True,4.63
mistral,Laptop Pro,Neutro,"Funciona según lo esperado, sin problemas significativos. Balancea rendimiento y portabilidad satisfactoriamente.",True,4.84
mistral,Auriculares Inalámbricos,Negativo,Fallo constante y calidad de sonido desaparecida después de pocos días de uso.,True,4.84
mistral,Smart TV 4K,Positivo,"Películas y series en alta definición son un placer visual, compatibilidad con varias aplicaciones y una interfaz intuitiva me impresionan positivamente.",True,5.39
mistral,Consola de Videojuegos,Neutro,"Experiencia generalmente satisfactoria. Control y calidad visual aceptables. Juegos varios, algunos interesantes.",True,5.01
mistral,Smartphone X,Negativo,"Navegación lenta y batería pobre, desilusionado con la compra",True,4.54
mistral,Laptop Pro,Positivo,"Increíble velocidad y eficiencia, mejor elegida para el trabajo diario.",True,4.61
mistral,Auriculares Inalámbricos,Neutro,"Calidad del sonido aceptable, conexión inalámbrica estable y diseño ergonómico. Sin embargo, la duración de la batería es relativamente corta.",True,5.62
mistral,Smart TV 4K,Negativo,"Pésimo rendimiento, inestabilidad y software lento.",True,4.38
mistral,Consola de Videojuegos,Positivo,El nivel de detalle y la calidad de los juegos son impresionantes. Una experiencia de juego sin paralelos.,True,5.12
mistral,Smartphone X,Neutro,"Efectivo para navegar, fotografía y comunicación. Sin embargo, la durabilidad a largo plazo es una preocupación.",True,5.09
mistral,Laptop Pro,Negativo,Performance lento y batería que se agota muy rápidamente.,True,4.13
mistral,Auriculares Inalámbricos,Positivo,"Excelentes auriculares de alta calidad, son cómodos y el sonido es impactante. ¡Todo esto sin cables para agraviarnos!",True,5.57
mistral,Smart TV 4K,Neutro,"Pantalla de alta resolución, fácil de usar y con una calidad de sonido aceptable. Sin embargo, presenta algunos retos en el sistema operativo.",True,5.42
mistral,Consola de Videojuegos,Negativo,"Fallo continua después de solo una semana de uso, soporte técnico ineficaz.",True,4.67
mistral,Smartphone X,Positivo,"Excelente rendimiento, diseño ergonómico y cámara de calidad superior. Recomendado.",True,4.47
mistral,Laptop Pro,Neutro,"Performance satisfactoria, portátil y adecuado para la mayoría de las tareas diarias.",True,4.76
mistral,Auriculares Inalámbricos,Negativo,"Bajo rendimiento y falta de durabilidad, no recomendados",True,4.64
mistral,Smart TV 4K,Positivo,"Excelente calidad de imagen, fácil de usar y rica en funcionalidades.",True,4.99
mistral,Consola de Videojuegos,Neutro,"Experiencia de uso equilibrada, no demasiado impresionante pero tampoco deficiente.",True,5.33
mistral,Smartphone X,Negativo,Disco duro fallido en minutos de uso. Muy desilusionado.,True,4.84
mistral,Laptop Pro,Positivo,"Excelente rendimiento, diseño moderno y portátil. Tarea productiva y juegos más que satisface!",True,5.37
mistral,Auriculares Inalámbricos,Neutro,"Calidad sonora aceptable, diseño ergonómico y comodidad confortables. Sin embargo, la conexión Bluetooth puede ser intermitente.",True,5.95
mistral,Smart TV 4K,Negativo,Muy decepcionante. Menos calidad de imagen que esperaba y la interfaz es complicada de usar.,True,5.39
mistral,Consola de Videojuegos,Positivo,"Excelente diseño ergonómico, rendimiento superior y una gran variedad de juegos disponibles. ¡Gran compra!",True,5.64
mistral,Smartphone X,Neutro,"Funciona bien, con una interfaz intuitiva y un buen rendimiento. Sin embargo, la cámara no es la mejor en su categoría.",True,5.29
mistral,Laptop Pro,Negativo,"Sufro inexplicable frustración al trabajar con este equipo, la velocidad y rendimiento son insatisfactorios.",True,5.27
mistral,Auriculares Inalámbricos,Positivo,Excelentes auriculares inalámbricos de alta calidad que ofrecen una experiencia de audio nítida y profunda. El ajuste es cómodo y el tiempo de carga corto hace que sean fáciles de utilizar todos los días.,True,7.16
mistral,Smart TV 4K,Neutro,"Pantalla de alta calidad, fácil de configurar. Sin embargo, la interfaz puede requerir algunas mejoras.",True,5.62
mistral,Consola de Videojuegos,Negativo,Fallo constante en la conexión a internet y el software no es compatible con muchos juegos favoritos.,True,5.32
mistral,Smartphone X,Positivo,"Excelente rendimiento, diseño elegante y cámara sofisticada. Me encanta!",True,5.17
mistral,Laptop Pro,Neutro,"Funciona como se esperaba, sin problemas notables",True,4.66
mistral,Auriculares Inalámbricos,Negativo,Fallo continuo en la conexión y calidad del sonido desaparecida.,True,5.21
mistral,Smart TV 4K,Positivo,La experiencia de uso ha sido impresionante. La calidad de imagen en 4K es espectacular y la interfaz del sistema operativo está fácil de navegar.,True,5.96
mistral,Consola de Videojuegos,Neutro,"Funciona correctamente, aún no he probado muchos juegos.",True,4.98
mistral,Smartphone X,Negativo,"Deficiente rendimiento y baja durabilidad, no recomiendo.",True,4.75
mistral,Laptop Pro,Positivo,"Excelente rendimiento, diseño moderno y eficiente. Recomendado!",True,4.58
mistral,Auriculares Inalámbricos,Neutro,Experiencia de uso neutral. Son cómodos y funcionan correctamente.,True,4.98
mistral,Smart TV 4K,Negativo,"Muy decepcionante, funciona mal y es complicado de usar.",True,4.74
mistral,Consola de Videojuegos,Positivo,Sensacional experiencia de juego con una interfaz intuitiva y gráficos impresionantes.,True,5.09
mistral,Smartphone X,Neutro,"Equipo de puntos y maniobras suaves, sin embargo, la batería se agota rápidamente.",True,5.15
mistral,Laptop Pro,Negativo,"Tiene un rendimiento decepcionante y la durabilidad es pobre, no recomendable.",True,4.87
mistral,Auriculares Inalámbricos,Positivo,Excelentes auriculares inalámbricos con calidad de sonido superior y comodidad adecuada. La conexión Bluetooth es fiable y la duración de la batería es impresionante.,True,6.33
mistral,Smart TV 4K,Neutro,"Calidad de imagen excelente, intuitivo sistema operativo y conexión wifi estable. Aun así, necesito más tiempo para evaluar las características avanzadas.",True,5.81
mistral,Consola de Videojuegos,Negativo,Fallo en la unidad principal después de solo una semana de uso. No recomiendo.,True,4.72
mistral,Smartphone X,Positivo,"Excelente calidad, rápido y efectivo, pantalla brillante y carga rápida. Definitivamente un producto recomendable.",True,5.51
mistral,Laptop Pro,Neutro,"Performancia satisfactoria, pero la batería se agota rápidamente.",True,4.81
mistral,Auriculares Inalámbricos,Negativo,"Calidad de sonido aburrida, conexión inestable y duración de la batería insatisfactoria.",True,5.39
mistral,Smart TV 4K,Positivo,"Imagenes espectaculares y fácil de usar, disfruto mucho la experiencia",True,4.81
mistral,Consola de Videojuegos,Neutro,"Experiencia mixta. Algunos juegos funcionan correctamente, otros presentan problemas. La interfaz es intuitiva.",True,5.38
mistral,Smartphone X,Negativo,"Atraso y mal rendimiento, desilusionante",True,4.48
mistral,Laptop Pro,Positivo,"Excelente rendimiento, diseño atractivo y veloz. Excede expectativas!",True,4.93
mistral,Auriculares Inalámbricos,Neutro,"Calidad de sonido aceptable, conexión inalámbrica estable y autonomía suficiente. Ajuste del volumen puede ser mejor.",True,5.76
mistral,Smart TV 4K,Negativo,"Conectividad intermitente, software lento y calidad de imagen desafortunada. Muy decepcionado.",True,4.95
mistral,Consola de Videojuegos,Positivo,Espectacular experiencia de juego con una gran calidad visual y sonora. Muy divertido y fácil de utilizar.,True,5.36
